close,return,realreturn,direction,future_direction,lag1,lag2,lag3,lag4,lag5,result,up,uptotal,rsi
209.93,0.015070356,3.14,1,1,1,3,1,2,0,3.14,1,3.14,65.04605937
209.95,9.53E-05,0.02,1,1,3,1,3,1,2,0.02,1,0.02,67.64080765
209.97,9.53E-05,0.02,1,1,2,3,1,3,1,0.02,1,0.02,62.12686567
210.09,0.000571347,0.12,1,1,2,2,3,1,3,0.12,1,0.12,68.91615542
210.69,0.002851849,0.6,1,1,2,2,2,3,1,0.6,1,0.6,69.2722372
212.44,0.008271737,1.75,1,-1,2,2,2,2,3,1.75,1,1.75,70.6940874
211.17,-0.005996099,-1.27,-1,1,3,2,2,2,2,1.27,0,0,62.21646144
211.39,0.001041272,0.22,1,1,1,3,2,2,2,0.22,1,0.22,59.93127148
213,0.007587397,1.61,1,-1,2,1,3,2,2,1.61,1,1.61,63.28715365
211.99,-0.004753062,-1.01,-1,-1,2,2,1,3,2,1.01,0,0,74.44444444
211.93,-0.000283072,-0.06,-1,1,1,2,2,1,3,0.06,0,0,72.25296443
212.46,0.002497704,0.53,1,1,1,1,2,2,1,0.53,1,0.53,76.38230648
212.88,0.001974891,0.42,1,-1,2,1,1,2,2,0.42,1,0.42,73.8178634
212.42,-0.00216318,-0.46,-1,-1,2,2,1,1,2,0.46,0,0,75.0667854
211.73,-0.003253569,-0.69,-1,-1,1,2,2,1,1,0.69,0,0,60.25056948
211.58,-0.000708701,-0.15,-1,1,1,1,2,2,1,0.15,0,0,59.14702581
211.68,0.000472523,0.1,1,-1,1,1,1,2,2,0.1,1,0.1,59.5105673
211.02,-0.003122785,-0.66,-1,1,2,1,1,1,2,0.66,0,0,54.87932844
211.65,0.002981051,0.63,1,-1,1,2,1,1,1,0.63,1,0.63,55.0209205
211.6,-0.000236267,-0.05,-1,1,2,1,2,1,1,0.05,0,0,44.65648855
211.78,0.0008503,0.18,1,-1,1,2,1,2,1,0.18,1,0.18,54.50516987
211.7,-0.000377822,-0.08,-1,-1,2,1,2,1,2,0.08,0,0,52.33785822
211.69,-4.72E-05,-0.01,-1,1,1,2,1,2,1,0.01,0,0,36.97813121
211.76,0.000330618,0.07,1,-1,2,1,2,1,2,0.07,1,0.07,47.18826406
211.42,-0.001606882,-0.34,-1,1,2,2,1,2,1,0.34,0,0,44.16475973
211.73,0.001465202,0.31,1,-1,1,2,2,1,2,0.31,1,0.31,41.20481928
210.01,-0.008156729,-1.72,-1,1,2,1,2,2,1,1.72,0,0,23.66972477
210.13,0.000571238,0.12,1,1,0,2,1,2,2,0.12,1,0.12,27.59295499
212.92,0.013190121,2.79,1,1,2,0,2,1,2,2.79,1,2.79,58.25242718
213.62,0.003282227,0.7,1,-1,3,2,0,2,1,0.7,1,0.7,63.1443299
213.22,-0.001874239,-0.4,-1,1,2,3,2,0,2,0.4,0,0,59.55334988
213.74,0.002435827,0.52,1,1,1,2,3,2,0,0.52,1,0.52,67.17171717
215.71,0.00917459,1.97,1,-1,2,1,2,3,2,1.97,1,1.97,71.92224622
213.22,-0.011610416,-2.49,-1,1,3,2,1,2,3,2.49,0,0,56.92307692
214.72,0.007010357,1.5,1,-1,0,3,2,1,2,1.5,1,1.5,61.29032258
214.67,-0.000232889,-0.05,-1,-1,2,0,3,2,1,0.05,0,0,61.43187067
214.23,-0.002051761,-0.44,-1,-1,1,2,0,3,2,0.44,0,0,59.46348733
213.89,-0.00158834,-0.34,-1,1,1,1,2,0,3,0.34,0,0,57.77940102
214.26,0.001728367,0.37,1,-1,1,1,1,2,0,0.37,1,0.37,60.34985423
214.08,-0.000840454,-0.18,-1,-1,2,1,1,1,2,0.18,0,0,58.64606328
212.6,-0.006937311,-1.48,-1,-1,1,2,1,1,1,1.48,0,0,59.70037453
212.41,-0.000894097,-0.19,-1,-1,1,1,2,1,1,0.19,0,0,58.4947839
211.75,-0.003112036,-0.66,-1,1,1,1,1,2,1,0.66,0,0,44.81842338
213.81,0.009681437,2.06,1,-1,1,1,1,1,2,2.06,1,2.06,50.75098814
212.7,-0.005205048,-1.11,-1,-1,3,1,1,1,1,1.11,0,0,48.05389222
211.57,-0.005326809,-1.13,-1,-1,1,3,1,1,1,1.13,0,0,42.23335719
210.28,-0.006115937,-1.29,-1,-1,1,1,3,1,1,1.29,0,0,29.57110609
207.24,-0.014562434,-3.04,-1,-1,1,1,1,3,1,3.04,0,0,28.39595376
204.83,-0.011697175,-2.41,-1,1,0,1,1,1,3,2.41,0,0,16.47457627
205.15,0.001561052,0.32,1,1,0,0,1,1,1,0.32,1,0.32,18.30892144
205.82,0.003260582,0.67,1,-1,2,0,0,1,1,0.67,1,0.67,22.42622951
205.37,-0.00218877,-0.45,-1,-1,2,2,0,0,1,0.45,0,0,22.265625
204.82,-0.002681686,-0.55,-1,-1,1,2,2,0,0,0.55,0,0,19.62676963
204.53,-0.001416881,-0.29,-1,-1,1,1,2,2,0,0.29,0,0,19.48881789
203.63,-0.004410042,-0.9,-1,1,1,1,1,2,2,0.9,0,0,20.2388852
203.67,0.000196415,0.04,1,-1,1,1,1,1,2,0.04,1,0.04,20.71045576
202.53,-0.005613013,-1.14,-1,-1,2,1,1,1,1,1.14,0,0,20.06493506
201.64,-0.004404095,-0.89,-1,-1,1,2,1,1,1,0.89,0,0,7.238229093
200.95,-0.003427808,-0.69,-1,-1,1,1,2,1,1,0.69,0,0,7.458363505
200.28,-0.003339733,-0.67,-1,-1,1,1,1,2,1,0.67,0,0,7.715355805
198.32,-0.0098345,-1.96,-1,-1,1,1,1,1,2,1.96,0,0,7.346647646
194.78,-0.018011171,-3.54,-1,-1,0,1,1,1,1,3.54,0,0,7.093663912
193.71,-0.005508521,-1.07,-1,-1,0,0,1,1,1,1.07,0,0,7.814871017
192.39,-0.006837633,-1.32,-1,-1,1,0,0,1,1,1.32,0,0,5.007052186
189.33,-0.016033038,-3.06,-1,-1,1,1,0,0,1,3.06,0,0,0.241400121
189.1,-0.001215549,-0.23,-1,1,0,1,1,0,0,0.23,0,0,0.244648318
190.34,0.006535971,1.24,1,-1,1,0,1,1,0,1.24,1,1.24,7.511737089
188.02,-0.012263606,-2.32,-1,1,2,1,0,1,1,2.32,0,0,6.712113267
188.75,0.003875048,0.73,1,-1,0,2,1,0,1,0.73,1,0.73,10.63492063
188.35,-0.002121454,-0.4,-1,1,2,0,2,1,0,0.4,0,0,10.22845275
193.5,0.026975578,5.15,1,-1,1,2,0,2,1,5.15,1,5.15,30.59733563
188.34,-0.027028672,-5.16,-1,1,3,1,2,0,2,5.16,0,0,25.85330428
188.4,0.000318522,0.06,1,1,0,3,1,2,0,0.06,1,0.06,26.68153103
190.14,0.009193281,1.74,1,1,2,0,3,1,2,1.74,1,1.74,31.87991422
191.65,0.007910149,1.51,1,1,3,2,0,3,1,1.51,1,1.51,37.88594261
196.84,0.026720424,5.19,1,-1,3,3,2,0,3,5.19,1,5.19,53.52981494
195.61,-0.006268335,-1.23,-1,-1,3,3,3,2,0,1.23,0,0,53.23790048
195.49,-0.000613654,-0.12,-1,1,1,3,3,3,2,0.12,0,0,55.50817342
195.91,0.002146143,0.42,1,-1,1,1,3,3,3,0.42,1,0.42,62.90196078
195.76,-0.000765951,-0.15,-1,-1,2,1,1,3,3,0.15,0,0,63.09992132
195.49,-0.001380192,-0.27,-1,-1,1,2,1,1,3,0.27,0,0,60.53169734
188.38,-0.037048028,-7.11,-1,1,1,1,2,1,1,7.11,0,0,50.61559508
188.94,0.002968305,0.56,1,-1,0,1,1,2,1,0.56,1,0.56,50.32679739
187.07,-0.009946626,-1.87,-1,-1,2,0,1,1,2,1.87,0,0,47.90438769
185.77,-0.006973529,-1.3,-1,1,0,2,0,1,1,1.3,0,0,35.51892094
186.63,0.004618698,0.86,1,-1,1,0,2,0,1,0.86,1,0.86,46.18133095
185.56,-0.005749767,-1.07,-1,-1,2,1,0,2,0,1.07,0,0,43.93162393
177.51,-0.044351335,-8.05,-1,-1,1,2,1,0,2,8.05,0,0,28.74453046
177.09,-0.002368867,-0.42,-1,-1,0,1,2,1,0,0.42,0,0,24.56324249
171.53,-0.031899899,-5.56,-1,-1,1,0,1,2,1,5.56,0,0,6.347016212
170.64,-0.005202104,-0.89,-1,1,0,1,0,1,2,0.89,0,0,6.422338569
170.97,0.001932028,0.33,1,1,1,0,1,0,1,0.33,1,0.33,7.519057519
176.86,0.033870357,5.89,1,1,2,1,0,1,0,5.89,1,5.89,22.25458782
177.53,0.00378115,0.67,1,-1,3,2,1,0,1,0.67,1,0.67,23.84505022
172.59,-0.028220769,-4.94,-1,1,2,3,2,1,0,4.94,0,0,21.02732794
175.73,0.018029887,3.14,1,-1,0,2,3,2,1,3.14,1,3.14,32.20815752
175.53,-0.001138758,-0.2,-1,-1,3,0,2,3,2,0.2,0,0,30.94629156
174.69,-0.004796994,-0.84,-1,-1,1,3,0,2,3,0.84,0,0,31.8793911
167.24,-0.043583068,-7.45,-1,-1,1,1,3,0,2,7.45,0,0,27.01562888
158.81,-0.051721387,-8.43,-1,-1,0,1,1,3,0,8.43,0,0,20.94820384
157.98,-0.005240076,-0.83,-1,-1,0,0,1,1,3,0.83,0,0,21.05373636
150.48,-0.048638258,-7.5,-1,-1,1,0,0,1,1,7.5,0,0,21.29963899
144.25,-0.04228228,-6.23,-1,1,0,1,0,0,1,6.23,0,0,18.96030246
155.9,0.077666871,11.65,1,1,0,0,1,0,0,11.65,1,11.65,36.75199186
159.43,0.022390178,3.53,1,1,3,0,0,1,0,3.53,1,3.53,40.90540321
162.15,0.016916878,2.72,1,-1,3,3,0,0,1,2.72,1,2.72,43.11152765
158.48,-0.02289343,-3.67,-1,-1,3,3,3,0,0,3.67,0,0,35.12944984
156.79,-0.010721072,-1.69,-1,1,0,3,3,3,0,1.69,0,0,33.49251831
159.06,0.014374159,2.27,1,-1,0,0,3,3,3,2.27,1,2.27,38.75311721
155.75,-0.021029332,-3.31,-1,-1,3,0,0,3,3,3.31,0,0,33.43832891
152.71,-0.01971146,-3.04,-1,1,0,3,0,0,3,3.04,0,0,31.93476884
154.07,0.008866347,1.36,1,-1,0,0,3,0,0,1.36,1,1.36,33.80967337
152.94,-0.007361357,-1.13,-1,-1,3,0,0,3,0,1.13,0,0,37.5348675
150.19,-0.018144528,-2.75,-1,-1,1,3,0,0,3,2.75,0,0,41.66021672
142.14,-0.055088672,-8.05,-1,1,0,1,3,0,0,8.05,0,0,36.55348048
144.96,0.019645355,2.82,1,-1,0,0,1,3,0,2.82,1,2.82,44.90962744
143.65,-0.009078057,-1.31,-1,1,3,0,0,1,3,1.31,0,0,49.39148073
144.51,0.005968924,0.86,1,1,0,3,0,0,1,0.86,1,0.86,35.21163334
145.09,0.00400553,0.58,1,-1,2,0,3,0,0,0.58,1,0.58,29.83689539
143.1,-0.013810553,-1.99,-1,-1,2,2,0,3,0,1.99,0,0,22.65288544
137.98,-0.036434939,-5.12,-1,1,0,2,2,0,3,5.12,0,0,21.74751929
142.6,0.032934761,4.62,1,1,0,0,2,2,0,4.62,1,4.62,31.90512624
147.78,0.035681173,5.18,1,-1,3,0,0,2,2,5.18,1,5.18,36.60968661
147.34,-0.00298184,-0.44,-1,-1,3,3,0,0,2,0.44,0,0,39.2866242
146.57,-0.005239711,-0.77,-1,1,1,3,3,0,0,0.77,0,0,41.69821525
146.67,0.000682035,0.1,1,1,1,1,3,3,0,0.1,1,0.1,39.64165733
147.12,0.003063415,0.45,1,-1,2,1,1,3,3,0.45,1,0.45,41.69520548
138.7,-0.058935253,-8.42,-1,1,2,2,1,1,3,8.42,0,0,35.88798821
138.97,0.001944755,0.27,1,-1,0,2,2,1,1,0.27,1,0.27,45.18675979
137.89,-0.007801817,-1.08,-1,-1,2,0,2,2,1,1.08,0,0,38.66623918
135.37,-0.018444496,-2.52,-1,1,0,2,0,2,2,2.52,0,0,37.22222222
137.02,0.01211513,1.65,1,1,0,0,2,0,2,1.65,1,1.65,38.71648087
138.35,0.009659806,1.33,1,-1,3,0,0,2,0,1.33,1,1.33,40.07071302
135.85,-0.01823537,-2.5,-1,1,3,3,0,0,2,2.5,0,0,39.47750363
137.09,0.009086309,1.24,1,1,0,3,3,0,0,1.24,1,1.24,48.5443245
137.43,0.002477052,0.34,1,-1,3,0,3,3,0,0.34,1,0.34,40.16736402
136.04,-0.010165736,-1.39,-1,1,2,3,0,3,3,1.39,0,0,23.91111111
138.72,0.019508553,2.68,1,-1,0,2,3,0,3,2.68,1,2.68,32.57881973
138.69,-0.000216286,-0.03,-1,-1,3,0,2,3,0,0.03,0,0,33.58333333
135.5,-0.023269586,-3.19,-1,-1,1,3,0,2,3,3.19,0,0,29.38353636
134.26,-0.009193422,-1.24,-1,-1,0,1,3,0,2,1.24,0,0,26.93687231
132.86,-0.010482276,-1.4,-1,1,0,0,1,3,0,1.4,0,0,36.00191755
133.73,0.0065269,0.87,1,1,0,0,0,1,3,0.87,1,0.87,37.79123952
133.93,0.001494434,0.2,1,-1,2,0,0,0,1,0.2,1,0.2,40.37900875
133.26,-0.005015168,-0.67,-1,-1,2,2,0,0,0,0.67,0,0,44.36732515
132.85,-0.003081435,-0.41,-1,-1,1,2,2,0,0,0.41,0,0,38.07890223
130.45,-0.018230661,-2.4,-1,-1,1,1,2,2,0,2.4,0,0,28.71767241
130.11,-0.002609765,-0.34,-1,1,0,1,1,2,2,0.34,0,0,32.5
132.12,0.015330354,2.01,1,1,1,0,1,1,2,2.01,1,2.01,35.52708212
133.77,0.012411307,1.65,1,1,3,1,0,1,1,1.65,1,1.65,40.0974026
137.25,0.025682173,3.48,1,1,3,3,1,0,1,3.48,1,3.48,52.94117647
139.67,0.017478417,2.42,1,1,3,3,3,1,0,2.42,1,2.42,52.33874938
139.85,0.001287922,0.18,1,-1,3,3,3,3,1,0.18,1,0.18,52.83479961
138.74,-0.007968742,-1.11,-1,-1,2,3,3,3,3,1.11,0,0,58.81392818
136.83,-0.013862399,-1.91,-1,-1,0,2,3,3,3,1.91,0,0,56.74540682
132.2,-0.034423352,-4.63,-1,-1,0,0,2,3,3,4.63,0,0,48.51885099
129.59,-0.019940307,-2.61,-1,1,0,0,0,2,3,2.61,0,0,41.38218152
130.07,0.003697147,0.48,1,1,0,0,0,0,2,0.48,1,0.48,42.05761317
131.49,0.010858036,1.42,1,1,2,0,0,0,0,1.42,1,1.42,46.46706587
133.55,0.015545136,2.06,1,-1,3,2,0,0,0,2.06,1,2.06,51.31086142
130.69,-0.021647833,-2.86,-1,-1,3,3,2,0,0,2.86,0,0,50.44182622
124.98,-0.044674382,-5.71,-1,-1,0,3,3,2,0,5.71,0,0,42.1149708
124.84,-0.001120807,-0.14,-1,-1,0,0,3,3,2,0.14,0,0,38.12785388
123.35,-0.012007074,-1.49,-1,-1,1,0,0,3,3,1.49,0,0,32.91803279
122.61,-0.006017257,-0.74,-1,1,0,1,0,0,3,0.74,0,0,23.63112392
124.63,0.016340762,2.02,1,1,1,0,1,0,0,2.02,1,2.02,22.51461988
125.68,0.008389646,1.05,1,1,3,1,0,1,0,1.05,1,1.05,24.9025859
128.64,0.023278811,2.96,1,1,3,3,1,0,1,2.96,1,2.96,33.21143617
128.71,0.000544006,0.07,1,1,3,3,3,1,0,0.07,1,0.07,35.62322946
130.14,0.011048982,1.43,1,-1,2,3,3,3,1,1.43,1,1.43,45.88658147
127.56,-0.020023952,-2.58,-1,1,3,2,3,3,3,2.58,0,0,45.94162335
129.28,0.013393753,1.72,1,1,0,3,2,3,3,1.72,1,1.72,48.4952381
129.36,0.00061862,0.08,1,1,3,0,3,2,3,0.08,1,0.08,45.72460859
133.26,0.029702892,3.9,1,1,2,3,0,3,2,3.9,1,3.9,49.45794393
136.23,0.022042527,2.97,1,1,3,2,3,0,3,2.97,1,2.97,60.31273269
136.24,7.34E-05,0.01,1,-1,3,3,2,3,0,0.01,1,0.01,76.60680529
131.53,-0.035183074,-4.71,-1,-1,2,3,3,2,3,4.71,0,0,63.00038865
130.1,-0.010931577,-1.43,-1,-1,0,2,3,3,2,1.43,0,0,63.14764316
129.7,-0.003079294,-0.4,-1,1,0,0,2,3,3,0.4,0,0,63.99526253
132.41,0.020679078,2.71,1,-1,1,0,0,2,3,2.71,1,2.71,64.95003843
131.12,-0.009790235,-1.29,-1,1,3,1,0,0,2,1.29,0,0,60.35795887
131.52,0.003045997,0.4,1,1,0,3,1,0,0,0.4,1,0.4,56.07594937
133.24,0.012993082,1.72,1,1,2,0,3,1,0,1.72,1,1.72,58.93491124
134.6,0.010155404,1.36,1,-1,3,2,0,3,1,1.36,1,1.36,58.82120253
134.2,-0.002976193,-0.4,-1,1,3,3,2,0,3,0.4,0,0,64.37229437
137.02,0.020795676,2.82,1,1,1,3,3,2,0,2.82,1,2.82,65.99173554
139.89,0.020729499,2.87,1,-1,3,1,3,3,2,2.87,1,2.87,69.5072249
138.27,-0.011648104,-1.62,-1,1,3,3,1,3,3,1.62,0,0,60.13759611
140.98,0.019409741,2.71,1,-1,0,3,3,1,3,2.71,1,2.71,59.71370143
139.7,-0.00912077,-1.28,-1,-1,3,0,3,3,1,1.28,0,0,56.72628305
136.94,-0.019954393,-2.76,-1,1,0,3,0,3,3,2.76,0,0,61.37989062
137.89,0.006913392,0.95,1,1,0,0,3,0,3,0.95,1,0.95,66.72391584
140.7,0.020173698,2.81,1,-1,2,0,0,3,0,2.81,1,2.81,71.40077821
138.42,-0.016337423,-2.28,-1,-1,3,2,0,0,3,2.28,0,0,61.89157103
138.28,-0.001011926,-0.14,-1,-1,0,3,2,0,0,0.14,0,0,64.84245439
136.14,-0.015596847,-2.14,-1,-1,1,0,3,2,0,2.14,0,0,58.93271462
135.64,-0.003679451,-0.5,-1,-1,0,1,0,3,2,0.5,0,0,54.87012987
134.92,-0.005322307,-0.72,-1,1,1,0,1,0,3,0.72,0,0,50.66666667
136.18,0.00929553,1.26,1,1,1,1,0,1,0,1.26,1,1.26,53.98230088
137,0.006003386,0.82,1,1,3,1,1,0,1,0.82,1,0.82,49.95625547
138.03,0.007490127,1.03,1,1,2,3,1,1,0,1.03,1,1.03,45.57564225
138.36,0.002387931,0.33,1,-1,2,2,3,1,1,0.33,1,0.33,50.22807907
137.28,-0.007836348,-1.08,-1,-1,2,2,2,3,1,1.08,0,0,39.77900552
137.09,-0.001384991,-0.19,-1,1,0,2,2,2,3,0.19,0,0,42.32804233
138.46,0.009943831,1.37,1,1,1,0,2,2,2,1.37,1,1.37,54.86555698
141.21,0.019666669,2.75,1,1,3,1,0,2,2,2.75,1,2.75,59.52927669
143.64,0.017062025,2.43,1,-1,3,3,1,0,2,2.43,1,2.43,58.62676056
141.9,-0.012187585,-1.74,-1,1,3,3,3,1,0,1.74,0,0,60.54545455
142.64,0.005201389,0.74,1,-1,0,3,3,3,1,0.74,1,0.74,62.74853801
140.03,-0.018467288,-2.61,-1,-1,2,0,3,3,3,2.61,0,0,61.07000569
138.69,-0.009615459,-1.34,-1,1,0,2,0,3,3,1.34,0,0,58.28354155
141.7,0.02147092,3.01,1,1,0,0,2,0,3,3.01,1,3.01,66.37681159
142.5,0.005629853,0.8,1,1,3,0,0,2,0,0.8,1,0.8,65.61264822
146.52,0.027819938,4.02,1,1,2,3,0,0,2,4.02,1,4.02,70.30716724
148.63,0.014298058,2.11,1,1,3,2,3,0,0,2.11,1,2.11,71.61500816
149.14,0.003425466,0.51,1,-1,3,3,2,3,0,0.51,1,0.51,71.82186235
147.91,-0.008281481,-1.23,-1,-1,2,3,3,2,3,1.23,0,0,71.38832998
146.77,-0.007737245,-1.14,-1,1,0,2,3,3,2,1.14,0,0,68.75968992
147.36,0.004011837,0.59,1,-1,1,0,2,3,3,0.59,1,0.59,67.78577138
146.99,-0.002514015,-0.37,-1,1,2,1,0,2,3,0.37,0,0,62.76501767
148.64,0.011162718,1.65,1,-1,1,2,1,0,2,1.65,1,1.65,61.43641354
147.4,-0.008377295,-1.24,-1,1,3,1,2,1,0,1.24,0,0,62.87453184
149.02,0.010930545,1.62,1,-1,0,3,1,2,1,1.62,1,1.62,64.34352518
148.16,-0.005787754,-0.86,-1,-1,3,0,3,1,2,0.86,0,0,69.83894583
146.69,-0.009971254,-1.47,-1,-1,1,3,0,3,1,1.47,0,0,69.3986421
142.31,-0.03031374,-4.38,-1,1,0,1,3,0,3,4.38,0,0,51.38699409
144.83,0.017552864,2.52,1,-1,0,0,1,3,0,2.52,1,2.52,54.91353859
142.01,-0.019663163,-2.82,-1,1,3,0,0,1,3,2.82,0,0,39.98223012
144.17,0.015095681,2.16,1,-1,0,3,0,0,1,2.16,1,2.16,40.11524823
142.32,-0.012915115,-1.85,-1,-1,3,0,3,0,0,1.85,0,0,35.73221757
141.66,-0.004648223,-0.66,-1,-1,0,3,0,3,0,0.66,0,0,36.60522932
141.08,-0.004102715,-0.58,-1,1,1,0,3,0,3,0.58,0,0,37.50548968
144.24,0.022151474,3.16,1,1,1,1,0,3,0,3.16,1,3.16,43.84372534
145.84,0.011031551,1.6,1,1,3,1,1,0,3,1.6,1,1.6,47.83590516
148,0.014702143,2.16,1,1,3,3,1,1,0,2.16,1,2.16,48.8183161
148.33,0.002227248,0.33,1,1,3,3,3,1,1,0.33,1,0.33,51.77684371
149.11,0.005244767,0.78,1,-1,2,3,3,3,1,0.78,1,0.78,50.17765495
148.76,-0.00235002,-0.35,-1,1,2,2,3,3,3,0.35,0,0,51.20870266
148.8,0.000268853,0.04,1,1,1,2,2,3,3,0.04,1,0.04,54.51047456
149.94,0.007632092,1.14,1,-1,2,1,2,2,3,1.14,1,1.14,68.93300248
147.34,-0.017492373,-2.6,-1,-1,2,2,1,2,2,2.6,0,0,56.20365793
147.25,-0.000611019,-0.09,-1,-1,0,2,2,1,2,0.09,0,0,64.97142857
144.4,-0.019544596,-2.85,-1,1,1,0,2,2,1,2.85,0,0,50.6322155
145.91,0.010402767,1.51,1,-1,0,1,0,2,2,1.51,1,1.51,60.05602241
144.27,-0.011303449,-1.64,-1,1,3,0,1,0,2,1.64,0,0,56.93043016
147.77,0.023970467,3.5,1,1,0,3,0,1,0,3.5,1,3.5,65.37931034
148.5,0.004927947,0.73,1,1,3,0,3,0,1,0.73,1,0.73,61.02484472
149.46,0.00644384,0.96,1,1,2,3,0,3,0,0.96,1,0.96,59.68950749
149.53,0.000468243,0.07,1,1,2,2,3,0,3,0.07,1,0.07,54.61121157
150.77,0.008258455,1.24,1,1,2,2,2,3,0,1.24,1,1.24,56.97142857
150.83,0.000397878,0.06,1,1,3,2,2,2,3,0.06,1,0.06,55.12514899
151.3,0.003111246,0.47,1,1,2,3,2,2,2,0.47,1,0.47,57.5147929
152.06,0.005010559,0.76,1,1,2,2,3,2,2,0.76,1,0.76,59.25085131
154.37,0.015077138,2.31,1,-1,2,2,2,3,2,2.31,1,2.31,61.7881852
154.03,-0.00220493,-0.34,-1,1,3,2,2,2,3,0.34,0,0,70.23593466
158.84,0.030750018,4.81,1,-1,1,3,2,2,2,4.81,1,4.81,77.27058824
158.74,-0.000629763,-0.1,-1,-1,3,1,3,2,2,0.1,0,0,88.75675676
156.58,-0.013700582,-2.16,-1,-1,1,3,1,3,2,2.16,0,0,77.85900783
156.18,-0.002557873,-0.4,-1,1,0,1,3,1,3,0.4,0,0,83.24958124
157.88,0.010826063,1.7,1,1,1,0,1,3,1,1.7,1,1.7,81.37802607
158.04,0.001012915,0.16,1,1,3,1,0,1,3,0.16,1,0.16,80.69498069
158.75,0.004482472,0.71,1,1,2,3,1,0,1,0.71,1,0.71,80.3793329
160.47,0.010776371,1.72,1,1,2,2,3,1,0,1.72,1,1.72,82.29043684
161.92,0.008995377,1.45,1,-1,3,2,2,3,1,1.45,1,1.45,82.50728863
161.58,-0.00210201,-0.34,-1,-1,3,3,2,2,3,0.34,0,0,80.83763626
159.59,-0.01239235,-1.99,-1,-1,1,3,3,2,2,1.99,0,0,71.87335092
158.12,-0.009253788,-1.47,-1,-1,0,1,3,3,2,1.47,0,0,65.41200407
156.98,-0.00723583,-1.14,-1,1,0,0,1,3,3,1.14,0,0,57.05786912
157.63,0.004132106,0.65,1,1,1,0,0,1,3,0.65,1,0.65,59.57446809
158.67,0.006576059,1.04,1,-1,2,1,0,0,1,1.04,1,1.04,49.4344644
156.67,-0.012684891,-2,-1,-1,2,2,1,0,0,2,0,0,43.88659185
156.65,-0.000127665,-0.02,-1,1,0,2,2,1,0,0.02,0,0,50.23664638
156.89,0.001530905,0.24,1,1,1,0,2,2,1,0.24,1,0.24,52.42652085
157.01,0.000764575,0.12,1,1,2,1,0,2,2,0.12,1,0.12,46.66666667
157.3,0.001845312,0.29,1,1,2,2,1,0,2,0.29,1,0.29,47.19271624
159.11,0.011440977,1.81,1,-1,2,2,2,1,0,1.81,1,1.81,51.2605042
158.56,-0.003462716,-0.55,-1,1,3,2,2,2,1,0.55,0,0,42.71548436
159.24,0.004279428,0.68,1,-1,1,3,2,2,2,0.68,1,0.68,39.14100486
157.23,-0.012702797,-2.01,-1,-1,2,1,3,2,2,2.01,0,0,34.47537473
156.82,-0.002611051,-0.41,-1,1,0,2,1,3,2,0.41,0,0,38.85760257
156.89,0.000446272,0.07,1,-1,1,0,2,1,3,0.07,1,0.07,44.42429737
155.26,-0.010443792,-1.63,-1,-1,2,1,0,2,1,1.63,0,0,42.53472222
153.09,-0.014075147,-2.17,-1,-1,0,2,1,0,2,2.17,0,0,32.59202454
149.25,-0.025403231,-3.84,-1,1,0,0,2,1,0,3.84,0,0,20.26515152
151.87,0.017402139,2.62,1,-1,0,0,0,2,1,2.62,1,2.62,35.41919806
149.7,-0.0143916,-2.17,-1,-1,3,0,0,0,2,2.17,0,0,31.32724342
149.69,-6.68E-05,-0.01,-1,1,0,3,0,0,0,0.01,0,0,30.41349293
150.77,0.007189008,1.08,1,1,2,0,3,0,0,1.08,1,1.08,33.86763185
152.46,0.01114677,1.69,1,1,2,2,0,3,0,1.69,1,1.69,38.33172613
154.72,0.014714765,2.26,1,-1,3,2,2,0,3,2.26,1,2.26,39.64134025
154.37,-0.002264714,-0.35,-1,-1,3,3,2,2,0,0.35,0,0,40.01905669
154.15,-0.001426164,-0.22,-1,-1,1,3,3,2,2,0.22,0,0,37.60350706
153.84,-0.002013053,-0.31,-1,1,1,1,3,3,2,0.31,0,0,40.9984068
155.83,0.012852568,1.99,1,-1,1,1,1,3,3,1.99,1,1.99,47.57471828
154.24,-0.010255839,-1.59,-1,1,3,1,1,1,3,1.59,0,0,43.95804834
154.39,0.000972038,0.15,1,1,0,3,1,1,1,0.15,1,0.15,47.87286064
156.44,0.013190681,2.05,1,-1,2,0,3,1,1,2.05,1,2.05,58.23905558
155.62,-0.005255412,-0.82,-1,1,3,2,0,3,1,0.82,0,0,68.39976892
156.89,0.008127785,1.27,1,-1,1,3,2,0,3,1.27,1,1.27,65.72681704
155.29,-0.010250586,-1.6,-1,1,3,1,3,2,0,1.6,0,0,68.1611436
155.55,0.001672887,0.26,1,1,0,3,1,3,2,0.26,1,0.26,68.73401535
157.58,0.012966042,2.03,1,1,2,0,3,1,3,2.03,1,2.03,70.5244123
158.05,0.002978173,0.47,1,1,3,2,0,3,1,0.47,1,0.47,68.18477554
158.42,0.002338295,0.37,1,1,2,3,2,0,3,0.37,1,0.37,63.72403561
161.22,0.017520158,2.8,1,1,2,2,3,2,0,2.8,1,2.8,71.50031387
161.3,0.000496093,0.08,1,0,3,2,2,3,2,0.08,1,0.08,72.64091197
161.3,0,0,0,-1,2,3,2,2,3,0,0,0,74.09560724
160.16,-0.00709267,-1.14,-1,1,2,2,3,2,2,1.14,0,0,64.79835954
162.63,0.015304366,2.47,1,-1,1,2,2,3,2,2.47,1,2.47,77.04706641
160.06,-0.015928937,-2.57,-1,-1,3,1,2,2,3,2.57,0,0,65.81148912
