close,return,realreturn,direction,future_direction,lag1,lag2,lag3,lag4,lag5,result,up,uptotal,rsi
154.817,-0.007836567,-1.218,-1,1,2,2,2,3,1,1.218,0,0,59.24369748
156.275,0.009373502,1.458,1,1,0,2,2,2,3,1.458,1,1.458,65.01604768
157.91,0.010407975,1.635,1,1,3,0,2,2,2,1.635,1,1.635,67.65350102
157.965,0.000348239,0.055,1,-1,3,3,0,2,2,0.055,1,0.055,65.52970409
157.305,-0.004186894,-0.66,-1,1,2,3,3,0,2,0.66,0,0,62.9693944
157.513,0.001321399,0.208,1,-1,1,2,3,3,0,0.208,1,0.208,64.99161257
157.445,-0.000431804,-0.068,-1,1,2,1,2,3,3,0.068,0,0,79.61937098
157.598,0.000971296,0.153,1,1,1,2,1,2,3,0.153,1,0.153,78.4912777
158.08,0.003053747,0.482,1,1,2,1,2,1,2,0.482,1,0.482,77.61970173
159.423,0.008459813,1.343,1,-1,2,2,1,2,1,1.343,1,1.343,82.625
159.07,-0.00221669,-0.353,-1,-1,3,2,2,1,2,0.353,0,0,75.2769115
158.53,-0.003400507,-0.54,-1,-1,1,3,2,2,1,0.54,0,0,69.58105647
158,-0.003348817,-0.53,-1,1,1,1,3,2,2,0.53,0,0,62.19279542
158.26,0.001644217,0.26,1,1,1,1,1,3,2,0.26,1,0.26,62.41213879
158.73,0.002965395,0.47,1,-1,2,1,1,1,3,0.47,1,0.47,73.8161899
158.556,-0.001096802,-0.174,-1,1,2,2,1,1,1,0.174,0,0,66.45505699
158.965,0.002576209,0.409,1,-1,1,2,2,1,1,0.409,1,0.409,59.2462752
158.678,-0.001807061,-0.287,-1,-1,2,1,2,2,1,0.287,0,0,56.00471619
157.907,-0.004870739,-0.771,-1,-1,1,2,1,2,2,0.771,0,0,54.97685185
157.1,-0.005123707,-0.807,-1,-1,1,1,2,1,2,0.807,0,0,46.89333534
156.093,-0.006430562,-1.007,-1,-1,1,1,1,2,1,1.007,0,0,41.08884788
155.625,-0.003002716,-0.468,-1,1,1,1,1,1,2,0.468,0,0,37.5142387
155.78,0.000995488,0.155,1,-1,1,1,1,1,1,0.155,1,0.155,34.81647742
155.26,-0.003343625,-0.52,-1,1,2,1,1,1,1,0.52,0,0,19.16753074
156.705,0.009263926,1.445,1,1,1,2,1,1,1,1.445,1,1.445,34.92286115
157.235,0.003376445,0.53,1,1,3,1,2,1,1,0.53,1,0.53,41.7336908
157.495,0.00165221,0.26,1,-1,2,3,1,2,1,0.26,1,0.26,46.66137776
156.96,-0.003402716,-0.535,-1,1,2,2,3,1,2,0.535,0,0,41.70706813
157.505,0.003466208,0.545,1,1,1,2,2,3,1,0.545,1,0.545,42.25957285
158.231,0.004598787,0.726,1,-1,2,1,2,2,3,0.726,1,0.726,48.08033077
158.158,-0.000461457,-0.073,-1,1,2,2,1,2,2,0.073,0,0,45.03628983
158.515,0.002254693,0.357,1,1,1,2,2,1,2,0.357,1,0.357,49.00597634
159.29,0.004877214,0.775,1,-1,2,1,2,2,1,0.775,1,0.775,58.42984274
157.365,-0.012158492,-1.925,-1,1,2,2,1,2,2,1.925,0,0,51.4215213
157.585,0.001397047,0.22,1,-1,0,2,2,1,2,0.22,1,0.22,58.74150457
157.55,-0.000222127,-0.035,-1,1,2,0,2,2,1,0.035,0,0,61.88124923
157.615,0.000412482,0.065,1,-1,1,2,0,2,2,0.065,1,0.065,61.45300212
157.518,-0.000615613,-0.097,-1,1,2,1,2,0,2,0.097,0,0,64.87875593
157.97,0.002865404,0.452,1,-1,1,2,1,2,0,0.452,1,0.452,59.59059894
157.71,-0.001647238,-0.26,-1,-1,2,1,2,1,2,0.26,0,0,53.75494071
157.24,-0.002984603,-0.47,-1,1,1,2,1,2,1,0.47,0,0,48.0489671
157.555,0.002001303,0.315,1,1,1,1,2,1,2,0.315,1,0.315,54.71100554
158.112,0.003529039,0.557,1,1,2,1,1,2,1,0.557,1,0.557,54.79690217
158.671,0.003529233,0.559,1,-1,2,2,1,1,2,0.559,1,0.559,53.57142857
157.565,-0.006994805,-1.106,-1,1,2,2,2,1,1,1.106,0,0,45.87793688
158.758,0.007542959,1.193,1,-1,1,2,2,2,1,1.193,1,1.193,51.51326442
158.616,-0.000894843,-0.142,-1,-1,2,1,2,2,2,0.142,0,0,45.44348296
158.56,-0.000353116,-0.056,-1,1,1,2,1,2,2,0.056,0,0,60.81056631
159.282,0.004543146,0.722,1,1,1,1,2,1,2,0.722,1,0.722,64.07364405
160.617,0.008346433,1.335,1,1,2,1,1,2,1,1.335,1,1.335,70.92372766
161.461,0.005240978,0.844,1,-1,3,2,1,1,2,0.844,1,0.844,73.71731623
160.915,-0.003387352,-0.546,-1,1,2,3,2,1,1,0.546,0,0,69.84924623
161.55,0.003938417,0.635,1,-1,1,2,3,2,1,0.635,1,0.635,70.4805492
160.979,-0.003540771,-0.571,-1,1,2,1,2,3,2,0.571,0,0,68.05877804
163.453,0.015251566,2.474,1,1,1,2,1,2,3,2.474,1,2.474,78.10040706
164.315,0.00525983,0.862,1,-1,3,1,2,1,2,0.862,1,0.862,79.13290812
163.918,-0.002419015,-0.397,-1,1,2,3,1,2,1,0.397,0,0,75.37143856
164.158,0.001463076,0.24,1,1,1,2,3,1,2,0.24,1,0.24,74.66510833
166.267,0.012765551,2.109,1,1,2,1,2,3,1,2.109,1,2.109,85.88157678
167.132,0.005188989,0.865,1,1,3,2,1,2,3,0.865,1,0.865,85.48906594
167.602,0.002808202,0.47,1,1,2,3,2,1,2,0.47,1,0.47,87.05261422
168.345,0.004423324,0.743,1,-1,2,2,3,2,1,0.743,1,0.743,88.18387575
167.819,-0.003129427,-0.526,-1,-1,2,2,2,3,2,0.526,0,0,83.83133867
167.543,-0.001645983,-0.276,-1,-1,1,2,2,2,3,0.276,0,0,79.96193113
166.116,-0.008553695,-1.427,-1,1,1,1,2,2,2,1.427,0,0,69.17057903
168.097,0.011854854,1.981,1,1,0,1,1,2,2,1.981,1,1.981,76.45109016
169.661,0.009261135,1.564,1,-1,3,0,1,1,2,1.564,1,1.564,77.95932437
168.974,-0.004057472,-0.687,-1,-1,3,3,0,1,1,0.687,0,0,77.34081116
167.713,-0.007490672,-1.261,-1,1,1,3,3,0,1,1.261,0,0,65.88603819
168.875,0.006904611,1.162,1,-1,1,1,3,3,0,1.162,1,1.162,66.63262329
168.203,-0.003987213,-0.672,-1,-1,2,1,1,3,3,0.672,0,0,65.32217693
167.941,-0.001558856,-0.262,-1,-1,1,2,1,1,3,0.262,0,0,63.50589075
166.917,-0.006116044,-1.024,-1,1,1,1,2,1,1,1.024,0,0,52.51547988
170.61,0.021883567,3.693,1,-1,1,1,1,2,1,3.693,1,3.693,61.04267209
170.585,-0.000146544,-0.025,-1,-1,3,1,1,1,2,0.025,0,0,59.74645494
170.034,-0.003235289,-0.551,-1,1,1,3,1,1,1,0.551,0,0,55.58864403
170.216,0.001069802,0.182,1,1,1,1,3,1,1,0.182,1,0.182,58.11606961
170.645,0.002517156,0.429,1,1,2,1,1,3,1,0.429,1,0.429,60.39544236
171.948,0.00760673,1.303,1,1,2,2,1,1,3,1.303,1,1.303,69.7080292
173.214,0.007335719,1.266,1,1,2,2,2,1,1,1.266,1,1.266,68.1698743
173.409,0.001125142,0.195,1,1,2,2,2,2,1,0.195,1,0.195,64.74197609
174.385,0.005612532,0.976,1,-1,2,2,2,2,2,0.976,1,0.976,70.8099377
172.216,-0.012515996,-2.169,-1,-1,2,2,2,2,2,2.169,0,0,66.1873607
171.86,-0.002069311,-0.356,-1,-1,0,2,2,2,2,0.356,0,0,61.39052125
170.87,-0.005777158,-0.99,-1,1,1,0,2,2,2,0.99,0,0,59.93592132
171.504,0.003703556,0.634,1,1,1,1,0,2,2,0.634,1,0.634,62.91597187
172.319,0.00474082,0.815,1,1,2,1,1,0,2,0.815,1,0.815,69.88368669
172.709,0.002260687,0.39,1,-1,2,2,1,1,0,0.39,1,0.39,60.20815096
171.535,-0.00682077,-1.174,-1,-1,2,2,2,1,1,1.174,0,0,54.15573053
168.77,-0.016250486,-2.765,-1,1,1,2,2,2,1,2.765,0,0,45.36792729
171.363,0.015247272,2.593,1,-1,0,1,2,2,2,2.593,1,2.593,53.57209592
171.267,-0.000560371,-0.096,-1,-1,3,0,1,2,2,0.096,0,0,51.97811983
170.588,-0.00397245,-0.679,-1,1,1,3,0,1,2,0.679,0,0,45.4960922
171.104,0.003020266,0.516,1,1,1,1,3,0,1,0.516,1,0.516,42.64705882
171.266,0.000946345,0.162,1,1,2,1,1,3,0,0.162,1,0.162,42.51484457
171.906,0.003729912,0.64,1,1,2,2,1,1,3,0.64,1,0.64,41.13312826
173.211,0.007562689,1.305,1,-1,2,2,2,1,1,1.305,1,1.305,53.79336637
171.599,-0.009350145,-1.612,-1,-1,2,2,2,2,1,1.612,0,0,49.09192123
168.698,-0.017050225,-2.901,-1,1,0,2,2,2,2,2.901,0,0,43.33005773
170.164,0.008652544,1.466,1,1,0,0,2,2,2,1.466,1,1.466,46.08507655
170.556,0.002301011,0.392,1,-1,3,0,0,2,2,0.392,1,0.392,44.71871068
169.185,-0.008070898,-1.371,-1,1,2,3,0,0,2,1.371,0,0,40.02942508
169.253,0.000401846,0.068,1,-1,0,2,3,0,0,0.068,1,0.068,43.11239889
167.92,-0.007906961,-1.333,-1,-1,2,0,2,3,0,1.333,0,0,47.19175367
164.668,-0.01955635,-3.252,-1,1,0,2,0,2,3,3.252,0,0,28.80390046
165.959,0.007809444,1.291,1,-1,0,0,2,0,2,1.291,1,1.291,34.37720744
165.35,-0.00367633,-0.609,-1,1,3,0,0,2,0,0.609,0,0,34.51944674
166.729,0.0083053,1.379,1,1,1,3,0,0,2,1.379,1,1.379,37.69754232
167.86,0.006760559,1.131,1,-1,3,1,3,0,0,1.131,1,1.131,40.91733333
167.634,-0.001347267,-0.226,-1,1,2,3,1,3,0,0.226,0,0,38.35078534
168.806,0.006967095,1.172,1,1,1,2,3,1,3,1.172,1,1.172,37.9003461
170.044,0.007307101,1.238,1,1,2,1,2,3,1,1.238,1,1.238,45.63912726
170.22,0.001034491,0.176,1,1,2,2,1,2,3,0.176,1,0.176,55.03840042
170.46,0.001408947,0.24,1,-1,2,2,2,1,2,0.24,1,0.24,51.06643609
170.277,-0.001074142,-0.183,-1,1,2,2,2,2,1,0.183,0,0,48.97944253
170.668,0.002293626,0.391,1,-1,1,2,2,2,2,0.391,1,0.391,55.8436441
170.573,-0.000556791,-0.095,-1,-1,2,1,2,2,2,0.095,0,0,55.19031142
170.339,-0.001372789,-0.234,-1,1,1,2,1,2,2,0.234,0,0,60.41146596
170.613,0.001607265,0.274,1,1,1,1,2,1,2,0.274,1,0.274,84.40791758
170.633,0.000117217,0.02,1,-1,2,1,1,2,1,0.02,1,0.02,81.71824104
170.248,-0.002258854,-0.385,-1,1,2,2,1,1,2,0.385,0,0,84.28051512
170.622,0.002194386,0.374,1,-1,1,2,2,1,1,0.374,1,0.374,81.70711842
170.359,-0.001542608,-0.263,-1,1,2,1,2,2,1,0.263,0,0,73.70517928
170.399,0.000234771,0.04,1,-1,1,2,1,2,2,0.04,1,0.04,77.18780728
168.871,-0.009007636,-1.528,-1,1,2,1,2,1,2,1.528,0,0,50.59731667
170.464,0.009389021,1.593,1,1,0,2,1,2,1,1.593,1,1.593,53.62318841
170.994,0.003104337,0.53,1,1,3,0,2,1,2,0.53,1,0.53,56.29268293
172.434,0.008386086,1.44,1,1,2,3,0,2,1,1.44,1,1.44,63.42857143
172.751,0.001836697,0.317,1,-1,3,2,3,0,2,0.317,1,0.317,66.52859433
171.86,-0.005171059,-0.891,-1,-1,2,3,2,3,0,0.891,0,0,57.46492986
171.171,-0.004017135,-0.689,-1,-1,1,2,3,2,3,0.689,0,0,53.48566099
170.735,-0.00255041,-0.436,-1,-1,1,1,2,3,2,0.436,0,0,52.25512528
169.28,-0.008558498,-1.455,-1,-1,1,1,1,2,3,1.455,0,0,43.30890473
168.51,-0.004559053,-0.77,-1,1,0,1,1,1,2,0.77,0,0,40.08962749
169.29,0.004618125,0.78,1,-1,1,0,1,1,1,0.78,1,0.78,45.68701603
168.3,-0.005865119,-0.99,-1,1,2,1,0,1,1,0.99,0,0,40.09554684
169.203,0.005351076,0.903,1,-1,1,2,1,0,1,0.903,1,0.903,45.32438117
168.955,-0.00146677,-0.248,-1,-1,2,1,2,1,0,0.248,0,0,44.25616547
168.422,-0.003159673,-0.533,-1,1,1,2,1,2,1,0.533,0,0,48.06047516
168.655,0.001382474,0.233,1,1,1,1,2,1,2,0.233,1,0.233,41.14537445
169.011,0.002108593,0.356,1,1,2,1,1,2,1,0.356,1,0.356,40.12548551
169.16,0.000881211,0.149,1,1,2,2,1,1,2,0.149,1,0.149,31.29142857
169.71,0.003246085,0.55,1,1,2,2,2,1,1,0.55,1,0.55,33.07358344
171.089,0.008092791,1.379,1,1,2,2,2,2,1,1.379,1,1.379,45.92968008
171.98,0.005194302,0.891,1,1,3,2,2,2,2,0.891,1,0.891,54.181743
172.34,0.002091079,0.36,1,1,2,3,2,2,2,0.36,1,0.36,58.36198812
172.69,0.00202881,0.35,1,-1,2,2,3,2,2,0.35,1,0.35,70.07772021
172.458,-0.001344351,-0.232,-1,-1,2,2,2,3,2,0.232,0,0,74.81770179
171.165,-0.007525725,-1.293,-1,1,1,2,2,2,3,1.293,0,0,61.07239872
171.187,0.000128523,0.022,1,-1,1,1,2,2,2,0.022,1,0.022,69.24923323
170.486,-0.004103344,-0.701,-1,1,2,1,1,2,2,0.701,0,0,58.79128409
171.259,0.004523849,0.773,1,-1,1,2,1,1,2,0.773,1,0.773,64.72769113
170.393,-0.005069497,-0.866,-1,-1,2,1,2,1,1,0.866,0,0,62.08461067
170.067,-0.001915057,-0.326,-1,1,1,2,1,2,1,0.326,0,0,58.55965082
170.07,1.76E-05,0.003,1,1,1,1,2,1,2,0.003,1,0.003,56.70677644
170.353,0.001662638,0.283,1,1,2,1,1,2,1,0.283,1,0.283,57.42931872
170.474,0.000710038,0.121,1,1,2,2,1,1,2,0.121,1,0.121,55.02631579
171.686,0.007084435,1.212,1,1,2,2,2,1,1,1.212,1,1.212,54.01587515
171.926,0.001396925,0.24,1,1,2,2,2,2,1,0.24,1,0.24,49.60188735
171.962,0.00020937,0.036,1,1,2,2,2,2,2,0.036,1,0.036,47.07339734
172.261,0.001737246,0.299,1,1,2,2,2,2,2,0.299,1,0.299,46.65209927
172.619,0.002076085,0.358,1,-1,2,2,2,2,2,0.358,1,0.358,51.23220572
172.058,-0.003255224,-0.561,-1,-1,2,2,2,2,2,0.561,0,0,57.6969488
171.887,-0.000994345,-0.171,-1,-1,1,2,2,2,2,0.171,0,0,55.88235294
171.6,-0.001671097,-0.287,-1,1,1,1,2,2,2,0.287,0,0,60.06141618
172.22,0.003606542,0.62,1,1,1,1,1,2,2,0.62,1,0.62,58.9262493
172.692,0.002736932,0.472,1,-1,2,1,1,1,2,0.472,1,0.472,73.04068952
172.484,-0.001205182,-0.208,-1,1,2,2,1,1,1,0.208,0,0,74.8101006
172.839,0.002056047,0.355,1,-1,1,2,2,1,1,0.355,1,0.355,76.50775416
172.505,-0.001934304,-0.334,-1,-1,2,1,2,2,1,0.334,0,0,70.40197194
172.26,-0.001421258,-0.245,-1,1,1,2,1,2,2,0.245,0,0,66.54316413
172.584,0.001879111,0.324,1,1,1,1,2,1,2,0.324,1,0.324,59.9556541
172.721,0.000793501,0.137,1,-1,2,1,1,2,1,0.137,1,0.137,59.01974132
172.12,-0.003485668,-0.601,-1,-1,2,2,1,1,2,0.601,0,0,51.58889783
171.549,-0.003322968,-0.571,-1,1,1,2,2,1,1,0.571,0,0,43.21128909
172.236,0.003996689,0.687,1,-1,1,1,2,2,1,0.687,1,0.687,46.5637897
172.025,-0.001225814,-0.211,-1,-1,2,1,1,2,2,0.211,0,0,49.6840896
170.82,-0.007029445,-1.205,-1,-1,1,2,1,1,2,1.205,0,0,41.47354962
170.525,-0.001728457,-0.295,-1,1,1,1,2,1,1,0.295,0,0,41.42059058
170.764,0.001400573,0.239,1,-1,1,1,1,2,1,0.239,1,0.239,37.62746431
170.635,-0.000755714,-0.129,-1,-1,2,1,1,1,2,0.129,0,0,31.43836853
170.61,-0.000146522,-0.025,-1,1,1,2,1,1,1,0.025,0,0,32.51213139
171.27,0.003861009,0.66,1,1,1,1,2,1,1,0.66,1,0.66,36.14691859
171.619,0.002035645,0.349,1,-1,2,1,1,2,1,0.349,1,0.349,42.19795703
171.565,-0.0003147,-0.054,-1,1,2,2,1,1,2,0.054,0,0,43.66684892
171.65,0.000495316,0.085,1,-1,1,2,2,1,1,0.085,1,0.085,41.10137195
171.396,-0.001480851,-0.254,-1,-1,2,1,2,2,1,0.254,0,0,37.65144455
170.16,-0.007237498,-1.236,-1,-1,1,2,1,2,2,1.236,0,0,33.66666667
170.14,-0.000117543,-0.02,-1,1,1,1,2,1,2,0.02,0,0,37.07102221
170.616,0.00279379,0.476,1,1,1,1,1,2,1,0.476,1,0.476,34.53608247
171.422,0.004712935,0.806,1,1,2,1,1,1,2,0.806,1,0.806,44.83113321
171.668,0.001434026,0.246,1,1,2,2,1,1,1,0.246,1,0.246,58.69922035
171.945,0.001612279,0.277,1,1,2,2,2,1,1,0.277,1,0.277,64.62108731
172.23,0.001656135,0.285,1,1,2,2,2,2,1,0.285,1,0.285,64.95308038
172.286,0.000325094,0.056,1,-1,2,2,2,2,2,0.056,1,0.056,67.09463657
172.26,-0.000150923,-0.026,-1,-1,2,2,2,2,2,0.026,0,0,67.08074534
171.485,-0.004509164,-0.775,-1,-1,1,2,2,2,2,0.775,0,0,52.17391304
171.339,-0.000851749,-0.146,-1,1,1,1,2,2,2,0.146,0,0,47.04765922
172.135,0.004635003,0.796,1,1,1,1,1,2,2,0.796,1,0.796,55.19693654
173.082,0.005486418,0.947,1,-1,2,1,1,1,2,0.947,1,0.947,61.28269776
172.925,-0.000907496,-0.157,-1,1,2,2,1,1,1,0.157,0,0,62.23395743
173.26,0.001935382,0.335,1,-1,1,2,2,1,1,0.335,1,0.335,78.98279731
173.181,-0.000456066,-0.079,-1,1,2,1,2,2,1,0.079,0,0,78.12095432
173.675,0.002848446,0.494,1,1,1,2,1,2,2,0.494,1,0.494,78.19354839
173.678,1.73E-05,0.003,1,-1,2,1,2,1,2,0.003,1,0.003,74.40501947
173.535,-0.000823702,-0.143,-1,-1,2,2,1,2,1,0.143,0,0,70.65722505
173.176,-0.00207089,-0.359,-1,-1,1,2,2,1,2,0.359,0,0,63.37752662
172.985,-0.001103533,-0.191,-1,1,1,1,2,2,1,0.191,0,0,58.37585977
173.174,0.001091984,0.189,1,-1,1,1,1,2,2,0.189,1,0.189,59.56896552
172.784,-0.00225461,-0.39,-1,1,2,1,1,1,2,0.39,0,0,55.23581135
173.299,0.002976167,0.515,1,1,1,2,1,1,1,0.515,1,0.515,69.11888702
174.084,0.004519515,0.785,1,1,2,1,2,1,1,0.785,1,0.785,75.49693479
174.677,0.003400613,0.593,1,1,2,2,1,2,1,0.593,1,0.593,74.53667954
175.281,0.003451846,0.604,1,-1,2,2,2,1,2,0.604,1,0.604,72.73103163
175.154,-0.000724813,-0.127,-1,-1,2,2,2,2,1,0.127,0,0,73.18493863
174.437,-0.004101942,-0.717,-1,-1,1,2,2,2,2,0.717,0,0,61.3412989
173.981,-0.002617547,-0.456,-1,1,1,1,2,2,2,0.456,0,0,57.1864894
174.36,0.00217603,0.379,1,-1,1,1,1,2,2,0.379,1,0.379,56.28325078
173.59,-0.00442593,-0.77,-1,-1,2,1,1,1,2,0.77,0,0,49.29237697
173.455,-0.000777997,-0.135,-1,-1,1,2,1,1,1,0.135,0,0,49.35587762
173.434,-0.000121076,-0.021,-1,1,1,1,2,1,1,0.021,0,0,52.19686649
174.285,0.004894767,0.851,1,-1,1,1,1,2,1,0.851,1,0.851,59.95101041
174.205,-0.000459124,-0.08,-1,-1,2,1,1,1,2,0.08,0,0,58.02584462
172.985,-0.007027881,-1.22,-1,1,1,2,1,1,1,1.22,0,0,51.38563353
173.142,0.000907182,0.157,1,-1,1,1,2,1,1,0.157,1,0.157,48.86149384
173.117,-0.000144401,-0.025,-1,-1,2,1,1,2,1,0.025,0,0,42.11898941
173.105,-6.93E-05,-0.012,-1,-1,1,2,1,1,2,0.012,0,0,35.84803745
172.94,-0.000953633,-0.165,-1,-1,2,1,2,1,1,0.165,0,0,27.11632454
172.915,-0.000144569,-0.025,-1,-1,1,2,1,2,1,0.025,0,0,27.66806304
172.864,-0.000294986,-0.051,-1,1,1,1,2,1,2,0.051,0,0,31.90706234
172.958,0.000543632,0.094,1,1,1,1,1,2,1,0.094,1,0.094,37.16436637
172.99,0.000184999,0.032,1,1,2,1,1,1,2,0.032,1,0.032,31.17097306
173.822,0.004797998,0.832,1,-1,2,2,1,1,1,0.832,1,0.832,53.13513514
173.547,-0.001583331,-0.275,-1,-1,2,2,2,1,1,0.275,0,0,51.19791667
172.517,-0.005952674,-1.03,-1,1,1,2,2,2,1,1.03,0,0,40.54444215
172.925,0.002362192,0.408,1,1,1,1,2,2,2,0.408,1,0.408,34.56650023
173.215,0.001675623,0.29,1,-1,2,1,1,2,2,0.29,1,0.29,39.27642981
172.047,-0.006765902,-1.168,-1,-1,2,2,1,1,2,1.168,0,0,39.72392638
171.83,-0.001262079,-0.217,-1,-1,1,2,2,1,1,0.217,0,0,35.81314879
171.241,-0.003433695,-0.589,-1,1,1,1,2,2,1,0.589,0,0,31.91981496
171.499,0.001505515,0.258,1,1,1,1,1,2,2,0.258,1,0.258,35.22267206
171.896,0.002312207,0.397,1,-1,2,1,1,1,2,0.397,1,0.397,40.78715143
170.875,-0.005957348,-1.021,-1,1,2,2,1,1,1,1.021,0,0,34.6892825
170.917,0.000245764,0.042,1,-1,1,2,2,1,1,0.042,1,0.042,35.36750338
170.827,-0.00052671,-0.09,-1,1,2,1,2,2,1,0.09,0,0,33.97503384
171.541,0.004170957,0.714,1,-1,1,2,1,2,2,0.714,1,0.714,40.11731005
170.987,-0.003234775,-0.554,-1,1,2,1,2,1,2,0.554,0,0,29.90216929
172.17,0.006894831,1.183,1,-1,1,2,1,2,1,1.183,1,1.183,41.351589
172.148,-0.000127789,-0.022,-1,1,2,1,2,1,2,0.022,0,0,47.34646915
172.263,0.000667807,0.115,1,1,1,2,1,2,1,0.115,1,0.115,45.03003003
172.479,0.001253111,0.216,1,-1,2,1,2,1,2,0.216,1,0.216,44.41238992
172.086,-0.002281138,-0.393,-1,1,2,2,1,2,1,0.393,0,0,50.33557047
172.157,0.000412499,0.071,1,-1,1,2,2,1,2,0.071,1,0.071,52.88614298
171.995,-0.000941445,-0.162,-1,1,2,1,2,2,1,0.162,0,0,57.19740359
172.71,0.004148481,0.715,1,1,1,2,1,2,2,0.715,1,0.715,60.63213345
173.263,0.003196784,0.553,1,-1,2,1,2,1,2,0.553,1,0.553,61.6817638
173.053,-0.001212765,-0.21,-1,-1,2,2,1,2,1,0.21,0,0,71.60714286
172.455,-0.003461573,-0.598,-1,-1,1,2,2,1,2,0.598,0,0,63.74195854
171.886,-0.003304867,-0.569,-1,-1,1,1,2,2,1,0.569,0,0,58.71604938
171.166,-0.004197621,-0.72,-1,-1,1,1,1,2,2,0.72,0,0,46.91662556
170.725,-0.002579771,-0.441,-1,1,1,1,1,1,2,0.441,0,0,47.80495979
171.007,0.001650416,0.282,1,1,1,1,1,1,1,0.282,1,0.282,38.52378133
173.155,0.012482656,2.148,1,1,2,1,1,1,1,2.148,1,2.148,56.99986098
174.049,0.005149722,0.894,1,1,3,2,1,1,1,0.894,1,0.894,61.20170597
174.16,0.000637548,0.111,1,-1,2,3,2,1,1,0.111,1,0.111,60.68386933
173.955,-0.001177772,-0.205,-1,1,2,2,3,2,1,0.205,0,0,62.16955333
174.325,0.002124728,0.37,1,1,1,2,2,3,2,0.37,1,0.37,63.58736525
176.3,0.011265716,1.975,1,1,2,1,2,2,3,1.975,1,1.975,71.98447554
178.106,0.010191789,1.806,1,-1,3,2,1,2,2,1.806,1,1.806,74.79323654
177.728,-0.002124587,-0.378,-1,1,3,3,2,1,2,0.378,0,0,70.85084524
178.035,0.001725868,0.307,1,1,1,3,3,2,1,0.307,1,0.307,73.05627545
178.42,0.002160161,0.385,1,-1,2,1,3,3,2,0.385,1,0.385,78.16070248
178.143,-0.001553723,-0.277,-1,-1,2,2,1,3,3,0.277,0,0,80.37673561
177.403,-0.004162618,-0.74,-1,1,1,2,2,1,3,0.74,0,0,80.22095164
177.693,0.001633361,0.29,1,1,1,1,2,2,1,0.29,1,0.29,84.26435877
177.806,0.000635726,0.113,1,-1,2,1,1,2,2,0.113,1,0.113,83.99839984
177.751,-0.000309374,-0.055,-1,-1,2,2,1,1,2,0.055,0,0,79.06653175
176.223,-0.008633456,-1.528,-1,-1,1,2,2,1,1,1.528,0,0,62.72833724
175.005,-0.006935694,-1.218,-1,1,0,1,2,2,1,1.218,0,0,54.37959988
175.246,0.001376156,0.241,1,-1,1,0,1,2,2,0.241,1,0.241,56.66632242
174.93,-0.001804807,-0.316,-1,-1,2,1,0,1,2,0.316,0,0,53.14155156
173.842,-0.006239053,-1.088,-1,1,1,2,1,0,1,1.088,0,0,35.94143217
174.718,0.005026405,0.876,1,-1,1,1,2,1,0,0.876,1,0.876,28.31541219
173.775,-0.005411887,-0.943,-1,-1,2,1,1,2,1,0.943,0,0,26.40563448
173.242,-0.003071898,-0.533,-1,-1,1,2,1,1,2,0.533,0,0,22.14343834
171.814,-0.008276965,-1.428,-1,-1,1,1,2,1,1,1.428,0,0,15.75782708
170.221,-0.009314904,-1.593,-1,-1,0,1,1,2,1,1.593,0,0,13.86608283
169.633,-0.003460313,-0.588,-1,1,0,0,1,1,2,0.588,0,0,14.06105458
171.027,0.008184159,1.394,1,1,1,0,0,1,1,1.394,1,1.394,22.02450898
171.648,0.003624429,0.621,1,1,3,1,0,0,1,0.621,1,0.621,25.21333119
172.842,0.006932014,1.194,1,-1,2,3,1,0,0,1.194,1,1.194,31.90030234
172.377,-0.002693944,-0.465,-1,-1,2,2,3,1,0,0.465,0,0,34.61353817
171.932,-0.002584889,-0.445,-1,1,1,2,2,3,1,0.445,0,0,36.89552239
173.521,0.00919958,1.589,1,1,1,1,2,2,3,1.589,1,1.589,43.40243249
173.742,0.001272811,0.221,1,1,3,1,1,2,2,0.221,1,0.221,45.42302358
173.768,0.000149636,0.026,1,1,2,3,1,1,2,0.026,1,0.026,49.68949312
174.424,0.00376804,0.656,1,-1,2,2,3,1,1,0.656,1,0.656,48.74316005
174.321,-0.000590689,-0.103,-1,1,2,2,2,3,1,0.103,0,0,52.51473839
174.697,0.002154618,0.376,1,1,1,2,2,2,3,0.376,1,0.376,56.79970091
179.703,0.028252443,5.006,1,-1,2,1,2,2,2,5.006,1,5.006,77.6283533
179.695,-4.45E-05,-0.008,-1,1,3,2,1,2,2,0.008,0,0,87.32272298
182.11,0.013349931,2.415,1,-1,2,3,2,1,2,2.415,1,2.415,92.96783525
181.753,-0.001962278,-0.357,-1,1,3,2,3,2,1,0.357,0,0,89.77896455
183.121,0.007498514,1.368,1,-1,1,3,2,3,2,1.368,1,1.368,90.31555274
182.362,-0.004153414,-0.759,-1,-1,2,1,3,2,3,0.759,0,0,84.507757
181.67,-0.003801868,-0.692,-1,1,1,2,1,3,2,0.692,0,0,83.13957635
181.93,0.001430143,0.26,1,1,1,1,2,1,3,0.26,1,0.26,86.1303845
184.248,0.012660678,2.318,1,-1,2,1,1,2,1,2.318,1,2.318,86.82457947
182.168,-0.011353338,-2.08,-1,-1,3,2,1,1,2,2.08,0,0,75.65148563
181.853,-0.00173067,-0.315,-1,1,0,3,2,1,1,0.315,0,0,74.18775803
